nFrame,time,Paradigm.ordinal,Paradigm.onset,Paradigm.offset,Paradigm.code01,Looking.ordinal,Looking.onset,Looking.offset,Looking.code01,
36,3557617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
37,3557657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
38,3557697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
39,3557737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
40,3557777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
41,3557817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
42,3557857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
43,3557897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
44,3557937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
45,3557977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
46,3558017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
47,3558057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
48,3558097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
49,3558137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
50,3558177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
51,3558217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
52,3558257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
53,3558297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
54,3558337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
55,3558377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
56,3558417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
57,3558457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
58,3558497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
59,3558537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
60,3558577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
61,3558617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
62,3558657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
63,3558697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
64,3558737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
65,3558777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
66,3558817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
67,3558857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
68,3558897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
69,3558937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
70,3558977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
71,3559017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
72,3559057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
73,3559097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
74,3559137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
75,3559177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
76,3559217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
77,3559257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
78,3559297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
79,3559337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
80,3559377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
81,3559417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
82,3559457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
83,3559497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
84,3559537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
85,3559577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
86,3559617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
87,3559657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
88,3559697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
89,3559737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
90,3559777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
91,3559817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
92,3559857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
93,3559897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
94,3559937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
95,3559977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
96,3560017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
97,3560057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
98,3560097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
99,3560137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
100,3560177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
101,3560217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
102,3560257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
103,3560297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
104,3560337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
105,3560377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
106,3560417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
107,3560457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
108,3560497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
109,3560537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
110,3560577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
111,3560617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
112,3560657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
113,3560697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
114,3560737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
115,3560777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
116,3560817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
117,3560857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
118,3560897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
119,3560937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
120,3560977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
121,3561017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
122,3561057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
123,3561097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
124,3561137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
125,3561177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
126,3561217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
127,3561257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
128,3561297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
129,3561337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
130,3561377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
131,3561417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
132,3561457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
133,3561497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
134,3561537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
135,3561577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
136,3561617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
137,3561657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
138,3561697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
139,3561737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
140,3561777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
141,3561817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
142,3561857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
143,3561897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
144,3561937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
145,3561977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
146,3562017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
147,3562057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
148,3562097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
149,3562137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
150,3562177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
151,3562217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
152,3562257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
153,3562297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
154,3562337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
155,3562377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
156,3562417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
157,3562457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
158,3562497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
159,3562537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
160,3562577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
161,3562617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
162,3562657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
163,3562697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
164,3562737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
165,3562777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
166,3562817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
167,3562857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
168,3562897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
169,3562937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
170,3562977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
171,3563017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
172,3563057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
173,3563097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
174,3563137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
175,3563177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
176,3563217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
177,3563257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
178,3563297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
179,3563337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
180,3563377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
181,3563417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
182,3563457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
183,3563497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
184,3563537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
185,3563577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
186,3563617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
187,3563657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
188,3563697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
189,3563737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
190,3563777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
191,3563817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
192,3563857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
193,3563897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
194,3563937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
195,3563977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
196,3564017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
197,3564057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
198,3564097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
199,3564137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
200,3564177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
201,3564217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
202,3564257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
203,3564297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
204,3564337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
205,3564377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
206,3564417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
207,3564457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
208,3564497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
209,3564537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
210,3564577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
211,3564617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
212,3564657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
213,3564697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
214,3564737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
215,3564777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
216,3564817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
217,3564857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
218,3564897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
219,3564937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
220,3564977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
221,3565017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
222,3565057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
223,3565097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
224,3565137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
225,3565177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
226,3565217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
227,3565257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
228,3565297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
229,3565337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
230,3565377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
231,3565417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
232,3565457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
233,3565497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
234,3565537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
235,3565577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
236,3565617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
237,3565657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
238,3565697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
239,3565737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
240,3565777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
241,3565817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
242,3565857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
243,3565897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
244,3565937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
245,3565977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
246,3566017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
247,3566057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
248,3566097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
249,3566137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
250,3566177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
251,3566217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
252,3566257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
253,3566297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
254,3566337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
255,3566377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
256,3566417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
257,3566457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
258,3566497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
259,3566537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
260,3566577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
261,3566617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
262,3566657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
263,3566697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
264,3566737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
265,3566777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
266,3566817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
267,3566857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
268,3566897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
269,3566937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
270,3566977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
271,3567017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
272,3567057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
273,3567097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
274,3567137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
275,3567177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
276,3567217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
277,3567257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
278,3567297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
279,3567337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
280,3567377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
281,3567417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
282,3567457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
283,3567497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
284,3567537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
285,3567577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
286,3567617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
287,3567657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
288,3567697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
289,3567737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
290,3567777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
291,3567817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
292,3567857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
293,3567897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
294,3567937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
295,3567977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
296,3568017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
297,3568057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
298,3568097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
299,3568137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
300,3568177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
301,3568217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
302,3568257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
303,3568297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
304,3568337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
305,3568377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
306,3568417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
307,3568457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
308,3568497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
309,3568537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
310,3568577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
311,3568617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
312,3568657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
313,3568697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
314,3568737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
315,3568777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
316,3568817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
317,3568857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
318,3568897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
319,3568937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
320,3568977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
321,3569017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
322,3569057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
323,3569097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
324,3569137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
325,3569177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
326,3569217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
327,3569257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
328,3569297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
329,3569337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
330,3569377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
331,3569417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
332,3569457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
333,3569497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
334,3569537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
335,3569577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
336,3569617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
337,3569657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
338,3569697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
339,3569737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
340,3569777,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
341,3569817,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
342,3569857,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
343,3569897,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
344,3569937,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
345,3569977,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
346,3570017,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
347,3570057,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
348,3570097,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
349,3570137,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
350,3570177,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
351,3570217,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
352,3570257,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
353,3570297,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
354,3570337,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
355,3570377,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
356,3570417,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
357,3570457,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
358,3570497,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
359,3570537,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
360,3570577,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
361,3570617,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
362,3570657,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
363,3570697,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
364,3570737,1,3556217,3691188,"RING STACKER",1,3556217,3584219,"1",
